filename,MULTI_PV,Number_Games,Number_Moves,MinElo,MaxElo,AvgElo,s,c,AE_e,FirstYear,LastYear
LumbrasGigabase_OTB_ELO~2200_HalfMoves40-Date2006.01.01-2009.12.31_MinGames=3.pgn,5,52,2934,2190,2210,2200.6634615384614,0.09406349138570708,0.7209623374498283,N/A,2006,2009
